id,type,value,fractional,currencyFk
1517,banknote,5,0,114
1518,banknote,10,0,114
1519,banknote,20,0,114
1520,banknote,25,0,114
1521,banknote,50,0,114
1522,banknote,100,0,114
1523,banknote,250,0,114
1524,banknote,500,0,114
1525,banknote,1000,0,114
1526,coin,0.05,1,115
1527,coin,0.1,1,115
1528,coin,0.25,1,115
1529,coin,0.5,1,115
1530,coin,1,0,115
1531,coin,5,0,115
1532,coin,10,0,115
1533,banknote,10,0,115
1534,banknote,20,0,115
1535,banknote,50,0,115
1536,banknote,100,0,115
1537,banknote,200,0,115
1538,banknote,500,0,115
1539,banknote,1000,0,115
1540,coin,0.5,1,116
1541,coin,1,0,116
1542,coin,2,0,116
1543,banknote,5,0,116
1544,banknote,10,0,116
1545,banknote,20,0,116
1546,banknote,50,0,116
1547,banknote,100,0,116
1548,banknote,200,0,116
1549,banknote,500,0,116
1550,banknote,1000,0,116
1551,coin,0.1,1,117
1552,coin,0.2,1,117
1553,coin,0.5,1,117
1554,coin,1,0,117
1555,coin,2,0,117
1556,banknote,5,0,117
1557,banknote,10,0,117
1558,banknote,20,0,117
1559,banknote,50,0,117
1560,banknote,100,0,117
1561,coin,1,0,118
1562,coin,2,0,118
1563,coin,5,0,118
1564,coin,10,0,118
1565,coin,50,0,118
1566,banknote,10,0,118
1567,banknote,50,0,118
1568,banknote,100,0,118
1569,banknote,200,0,118
1570,banknote,500,0,118
1571,banknote,1000,0,118
1572,banknote,2000,0,118
1573,coin,0.01,1,119
1574,coin,0.05,1,119
1575,coin,0.1,1,119
1576,coin,0.25,1,119
1577,coin,0.5,1,119
1578,coin,1,0,119
1579,coin,5,0,119
1580,banknote,5,0,119
1581,banknote,10,0,119
1582,banknote,20,0,119
1583,banknote,50,0,119
1584,banknote,100,0,119
1585,banknote,200,0,119
1586,coin,1,0,120
1587,coin,5,0,120
1588,coin,10,0,120
1589,coin,20,0,120
1590,banknote,50,0,120
1591,banknote,100,0,120
1592,banknote,200,0,120
1593,banknote,500,0,120
1594,banknote,1000,0,120
1595,coin,0.005,1,121
1596,coin,0.01,1,121
1597,coin,0.025,1,121
1598,coin,0.05,1,121
1599,banknote,0.1,1,121
1600,banknote,0.5,1,121
1601,banknote,1,0,121
1602,banknote,5,0,121
1603,banknote,10,0,121
1604,banknote,20,0,121
1605,banknote,50,0,121
1606,coin,1,0,122
1607,coin,2,0,122
1608,coin,5,0,122
1609,coin,10,0,122
1610,banknote,10,0,122
1611,banknote,20,0,122
1612,banknote,50,0,122
1613,banknote,75,0,122
1614,banknote,100,0,122
1615,banknote,500,0,122
1616,banknote,1000,0,122
1617,banknote,5000,0,122
1618,coin,0.01,1,123
1619,coin,0.05,1,123
1620,coin,0.1,1,123
1621,coin,0.25,1,123
1622,coin,0.5,1,123
1623,coin,1,0,123
1624,coin,0.05,1,124
1625,coin,0.1,1,124
1626,coin,0.2,1,124
1627,coin,0.5,1,124
1628,coin,1,0,124
1629,coin,2,0,124
1630,banknote,2,0,124
1631,banknote,5,0,124
1632,banknote,10,0,124
1633,banknote,20,0,124
1634,banknote,50,0,124
1635,banknote,100,0,124
1636,coin,50,0,125
1637,coin,100,0,125
1638,coin,500,0,125
1639,coin,1000,0,125
1640,banknote,2000,0,125
1641,banknote,5000,0,125
1642,banknote,10000,0,125
1643,banknote,20000,0,125
1644,banknote,50000,0,125
1645,banknote,100000,0,125
1646,coin,0.01,1,126
1647,coin,0.05,1,126
1648,coin,0.1,1,126
1649,coin,0.2,1,126
1650,coin,0.5,1,126
1651,coin,1,0,126
1652,coin,2,0,126
1653,coin,5,0,126
1654,banknote,10,0,126
1655,banknote,20,0,126
1656,banknote,50,0,126
1657,banknote,100,0,126
1658,banknote,200,0,126
1659,coin,0.01,1,127
1660,coin,0.05,1,127
1661,coin,0.1,1,127
1662,coin,0.25,1,127
1663,coin,1,0,127
1664,coin,5,0,127
1665,coin,10,0,127
1666,coin,20,0,127
1667,banknote,20,0,127
1668,banknote,50,0,127
1669,banknote,100,0,127
1670,banknote,200,0,127
1671,banknote,500,0,127
1672,banknote,1000,0,127
1673,coin,0.05,1,128
1674,coin,0.1,1,128
1675,coin,0.2,1,128
1676,coin,0.5,1,128
1677,coin,1,0,128
1678,coin,2,0,128
1679,banknote,5,0,128
1680,banknote,10,0,128
1681,banknote,20,0,128
1682,banknote,50,0,128
1683,banknote,100,0,128
1684,coin,0.01,1,129
1685,coin,0.02,1,129
1686,coin,0.05,1,129
1687,coin,0.1,1,129
1688,coin,0.2,1,129
1689,coin,0.5,1,129
1690,coin,1,0,129
1691,coin,2,0,129
1692,coin,5,0,129
1693,banknote,10,0,129
1694,banknote,20,0,129
1695,banknote,50,0,129
1696,banknote,100,0,129
1697,banknote,200,0,129
1698,banknote,500,0,129
1699,coin,0.01,1,130
1700,coin,0.05,1,130
1701,coin,0.1,1,130
1702,coin,0.25,1,130
1703,coin,0.5,1,130
1704,banknote,1,0,130
1705,banknote,5,0,130
1706,banknote,10,0,130
1707,banknote,22,0,130
1708,banknote,50,0,130
1709,banknote,100,0,130
1710,banknote,200,0,130
1711,banknote,500,0,130
1712,coin,0.01,1,131
1713,coin,0.05,1,131
1714,coin,0.1,1,131
1715,coin,0.5,1,131
1716,banknote,1,0,131
1717,banknote,5,0,131
1718,banknote,10,0,131
1719,banknote,20,0,131
1720,banknote,50,0,131
1721,banknote,100,0,131
1722,banknote,200,0,131
1723,banknote,500,0,131
1724,coin,1,0,132
1725,coin,2,0,132
1726,coin,5,0,132
1727,coin,10,0,132
1728,coin,20,0,132
1729,coin,50,0,132
1730,coin,100,0,132
1731,banknote,500,0,132
1732,banknote,1000,0,132
1733,banknote,2000,0,132
1734,banknote,5000,0,132
1735,coin,1,0,133
1736,coin,2,0,133
1737,coin,5,0,133
1738,coin,10,0,133
1739,coin,50,0,133
1740,coin,100,0,133
1741,coin,200,0,133
1742,coin,500,0,133
1743,coin,0.1,1,134
1744,coin,0.2,1,134
1745,coin,0.5,1,134
1746,coin,1,0,134
1747,coin,2,0,134
1748,banknote,5,0,134
1749,banknote,10,0,134
1750,banknote,20,0,134
1751,banknote,50,0,134
1752,banknote,100,0,134
1753,coin,0.1,1,135
1754,coin,0.2,1,135
1755,coin,0.5,1,135
1756,coin,1,0,135
1757,coin,2,0,135
1758,banknote,5,0,135
1759,banknote,10,0,135
1760,banknote,20,0,135
1761,banknote,50,0,135
1762,banknote,100,0,135
1763,banknote,200,0,135
1764,coin,0.01,1,136
1765,coin,0.05,1,136
1766,coin,0.1,1,136
1767,coin,0.25,1,136
1768,coin,0.5,1,136
1769,coin,1,0,136
1770,coin,2,0,136
1771,banknote,1,0,136
1772,banknote,5,0,136
1773,banknote,10,0,136
1774,banknote,20,0,136
1775,banknote,50,0,136
1776,banknote,100,0,136
1777,banknote,200,0,136
1778,banknote,500,0,136
1779,coin,1,0,137
1780,coin,2,0,137
1781,coin,5,0,137
1782,coin,10,0,137
1783,coin,20,0,137
1784,banknote,10,0,137
1785,banknote,20,0,137
1786,banknote,50,0,137
1787,banknote,100,0,137
1788,banknote,200,0,137
1789,banknote,500,0,137
1790,banknote,1000,0,137
1791,banknote,2000,0,137
1792,banknote,5000,0,137
1793,coin,0.01,1,138
1794,coin,0.05,1,138
1795,coin,0.1,1,138
1796,coin,0.25,1,138
1797,coin,1,0,138
1798,coin,5,0,138
1799,coin,10,0,138
1800,banknote,10,0,138
1801,banknote,25,0,138
1802,banknote,50,0,138
1803,banknote,100,0,138
1804,banknote,500,0,138
1805,coin,0.01,1,139
1806,coin,0.05,1,139
1807,coin,0.1,1,139
1808,coin,0.25,1,139
1809,coin,0.5,1,139
1810,banknote,1,0,139
1811,banknote,2,0,139
1812,banknote,5,0,139
1813,banknote,10,0,139
1814,banknote,20,0,139
1815,coin,0.05,1,140
1816,coin,0.1,1,140
1817,coin,0.5,1,140
1818,coin,1,0,140
1819,banknote,5,0,140
1820,banknote,10,0,140
1821,banknote,20,0,140
1822,banknote,50,0,140
1823,banknote,100,0,140
1824,banknote,500,0,140
1825,banknote,1000,0,140
1826,banknote,5000,0,140
1827,banknote,10000,0,140
1828,coin,1,0,141
1829,coin,5,0,141
1830,coin,10,0,141
1831,coin,20,0,141
1832,banknote,5,0,141
1833,banknote,10,0,141
1834,banknote,20,0,141
1835,banknote,50,0,141
1836,banknote,100,0,141
1837,banknote,500,0,141
1838,banknote,1000,0,141
1839,banknote,5000,0,141
1840,coin,0.1,1,142
1841,coin,0.2,1,142
1842,coin,0.5,1,142
1843,coin,1,0,142
1844,coin,2,0,142
1845,banknote,1,0,142
1846,banknote,5,0,142
1847,banknote,10,0,142
1848,banknote,20,0,142
1849,banknote,25,0,142
1850,banknote,50,0,142
1851,banknote,100,0,142
1852,banknote,500,0,142
1853,banknote,1000,0,142
1854,coin,1,0,143
1855,coin,2,0,143
1856,coin,5,0,143
1857,coin,10,0,143
1858,coin,20,0,143
1859,banknote,20,0,143
1860,banknote,50,0,143
1861,banknote,100,0,143
1862,banknote,500,0,143
1863,banknote,1000,0,143
1864,banknote,2000,0,143
1865,banknote,5000,0,143
1866,coin,0.01,1,144
1867,coin,0.05,1,144
1868,coin,0.1,1,144
1869,coin,0.2,1,144
1870,coin,0.5,1,144
1871,coin,1,0,144
1872,banknote,2,0,144
1873,banknote,5,0,144
1874,banknote,10,0,144
1875,banknote,20,0,144
1876,banknote,50,0,144
1877,banknote,100,0,144
1878,banknote,200,0,144
1879,banknote,500,0,144
1880,banknote,1000,0,144
1881,banknote,2000,0,144
1882,coin,0.01,1,145
1883,coin,0.05,1,145
1884,coin,0.1,1,145
1885,coin,0.25,1,145
1886,coin,1,0,145
1887,coin,2.5,0,145
1888,banknote,5,0,145
1889,banknote,10,0,145
1890,banknote,20,0,145
1891,banknote,50,0,145
1892,banknote,100,0,145
1893,banknote,200,0,145
1894,banknote,500,0,145
1895,coin,1,0,146
1896,coin,2,0,146
1897,coin,5,0,146
1898,coin,10,0,146
1899,banknote,20,0,146
1900,banknote,50,0,146
1901,banknote,100,0,146
1902,banknote,200,0,146
1903,banknote,500,0,146
1904,banknote,1000,0,146
1910,banknote,50,0,147
1911,banknote,100,0,147
1912,banknote,200,0,147
1913,banknote,500,0,147
1914,banknote,1000,0,147
1915,banknote,2000,0,147
1916,banknote,5000,0,147
1917,coin,0.5,1,148
1918,coin,1,0,148
1919,coin,5,0,148
1920,coin,10,0,148
1921,coin,20,0,148
1922,coin,50,0,148
1923,banknote,100,0,148
1924,banknote,200,0,148
1925,banknote,500,0,148
1926,banknote,1000,0,148
1927,banknote,2000,0,148
1928,coin,0.01,1,149
1929,coin,0.02,1,149
1930,coin,0.05,1,149
1931,coin,0.1,1,149
1932,coin,0.2,1,149
1933,coin,0.25,1,149
1934,coin,0.5,1,149
1935,coin,1,0,149
1936,coin,3,0,149
1937,coin,5,0,149
1938,banknote,0.01,1,149
1939,banknote,0.05,1,149
1940,banknote,0.2,1,149
1941,banknote,0.5,1,149
1942,banknote,1,0,149
1943,banknote,3,0,149
1944,banknote,5,0,149
1945,banknote,10,0,149
1946,banknote,20,0,149
1947,banknote,50,0,149
1948,banknote,100,0,149
1949,banknote,200,0,149
1950,banknote,500,0,149
1951,coin,50,0,150
1952,coin,100,0,150
1953,coin,200,0,150
1954,coin,500,0,150
1955,banknote,500,0,150
1956,banknote,1000,0,150
1957,banknote,2000,0,150
1958,banknote,5000,0,150
1959,banknote,10000,0,150
1960,coin,0.01,1,151
1961,coin,0.05,1,151
1962,coin,0.1,1,151
1963,coin,0.25,1,151
1964,coin,0.5,1,151
1965,coin,1,0,151
1966,coin,2,0,151
1967,coin,5,0,151
1968,coin,10,0,151
1969,banknote,20,0,151
1970,banknote,50,0,151
1971,banknote,100,0,151
1972,banknote,500,0,151
1973,banknote,1000,0,151
1974,coin,0.01,1,152
1975,coin,0.02,1,152
1976,coin,0.05,1,152
1977,coin,0.1,1,152
1978,coin,0.2,1,152
1979,coin,0.5,1,152
1980,coin,1,0,152
1981,coin,2,0,152
1982,banknote,1,0,152
1983,banknote,2,0,152
1984,banknote,5,0,152
1985,banknote,10,0,152
1986,banknote,20,0,152
1987,banknote,50,0,152
1988,banknote,100,0,152
1989,coin,0.01,1,153
1990,coin,0.05,1,153
1991,coin,0.1,1,153
1992,coin,0.25,1,153
1993,coin,0.5,1,153
1994,coin,1,0,153
1995,coin,3,0,153
1996,coin,5,0,153
1997,coin,10,0,153
1998,banknote,1,0,153
1999,banknote,5,0,153
2000,banknote,10,0,153
2001,banknote,25,0,153
2002,banknote,50,0,153
2003,banknote,100,0,153
2004,banknote,200,0,153
2005,banknote,500,0,153
2006,coin,0.05,1,154
2007,coin,0.1,1,154
2008,coin,0.25,1,154
2009,coin,0.5,1,154
2010,coin,1,0,154
2011,banknote,1,0,154
2012,banknote,5,0,154
2013,banknote,10,0,154
2014,banknote,20,0,154
2015,banknote,50,0,154
2016,banknote,100,0,154
2017,coin,0.005,1,155
2018,coin,0.01,1,155
2019,coin,0.02,1,155
2020,coin,0.05,1,155
2021,coin,0.1,1,155
2022,coin,0.2,1,155
2023,coin,0.5,1,155
2024,coin,1,0,155
2025,coin,2,0,155
2026,coin,5,0,155
2027,banknote,5,0,155
2028,banknote,10,0,155
2029,banknote,20,0,155
2030,banknote,50,0,155
2031,coin,0.01,1,156
2032,coin,0.02,1,156
2033,coin,0.05,1,156
2034,coin,0.1,1,156
2035,coin,0.2,1,156
2036,coin,0.5,1,156
2037,coin,1,0,156
2038,coin,2,0,156
2039,banknote,1,0,156
2040,banknote,5,0,156
2041,banknote,10,0,156
2042,banknote,20,0,156
2043,banknote,50,0,156
2044,banknote,100,0,156
2045,banknote,200,0,156
2046,banknote,500,0,156
2047,coin,0.05,1,157
2048,coin,0.1,1,157
2049,coin,0.2,1,157
2050,coin,0.5,1,157
2051,coin,1,0,157
2052,coin,50,0,158
2053,coin,100,0,158
2054,coin,200,0,158
2055,coin,500,0,158
2056,coin,1000,0,158
2057,banknote,1000,0,158
2058,banknote,2000,0,158
2059,banknote,5000,0,158
2060,banknote,10000,0,158
2061,banknote,20000,0,158
2062,banknote,50000,0,158
2063,coin,0.1,1,159
2064,coin,0.5,1,159
2065,coin,1,0,159
2066,coin,2,0,159
2067,coin,5,0,159
2068,coin,10,0,159
2069,banknote,20,0,159
2070,banknote,50,0,159
2071,banknote,100,0,159
2072,banknote,200,0,159
2073,banknote,500,0,159
2074,banknote,1000,0,159
2075,coin,0.01,1,160
2076,coin,0.05,1,160
2077,coin,0.1,1,160
2078,coin,0.25,1,160
2079,coin,0.5,1,160
2080,coin,1,0,160
2081,banknote,5,0,160
2082,banknote,10,0,160
2083,banknote,20,0,160
2084,banknote,50,0,160
2085,banknote,100,0,160
2086,banknote,200,0,160
2087,banknote,500,0,160
2088,banknote,1000,0,160
2089,coin,1,0,161
2090,coin,2,0,161
2091,coin,5,0,161
2092,coin,10,0,161
2093,coin,50,0,161
2094,banknote,20,0,161
2095,banknote,50,0,161
2096,banknote,100,0,161
2097,banknote,200,0,161
2098,banknote,500,0,161
2099,banknote,1000,0,161
2100,banknote,2000,0,161
2101,coin,50,0,162
2102,coin,100,0,162
2103,coin,200,0,162
2104,coin,500,0,162
2105,coin,1000,0,162
2106,banknote,1000,0,162
2107,banknote,2000,0,162
2108,banknote,500,0,162
2109,banknote,10000,0,162
2110,banknote,20000,0,162
2111,banknote,50000,0,162
2112,banknote,100000,0,162
2113,banknote,200000,0,162
2114,coin,1,0,163
2115,coin,2,0,163
2116,coin,5,0,163
2117,coin,10,0,163
2118,coin,20,0,163
2119,coin,50,0,163
2120,coin,100,0,163
2121,banknote,200,0,163
2122,banknote,500,0,163
2123,banknote,1000,0,163
2124,banknote,2000,0,163
2125,banknote,5000,0,163
2126,banknote,10000,0,163
2127,banknote,5,0,164
2128,banknote,10,0,164
2129,banknote,20,0,164
2130,banknote,50,0,164
2131,banknote,100,0,164
2132,banknote,200,0,164
2133,banknote,500,0,164
2134,coin,200,0,166
2135,coin,500,0,166
2136,coin,1000,0,166
2137,coin,2000,0,166
2138,coin,5000,0,166
2139,banknote,100,0,166
2140,banknote,200,0,166
2141,banknote,500,0,166
2142,banknote,1000,0,166
2143,banknote,2000,0,166
2144,banknote,5000,0,166
2145,banknote,10000,0,166
2146,banknote,20000,0,166
2147,banknote,50000,0,166
2148,banknote,100000,0,166
2149,banknote,200000,0,166
2150,banknote,500000,0,166
2151,coin,0.0025,1,167
2152,coin,0.005,1,167
2153,coin,0.01,1,167
2154,coin,0.05,1,167
2155,coin,0.1,1,167
2156,coin,0.25,1,167
2157,banknote,0.5,1,167
2158,banknote,1,0,167
2159,banknote,5,0,167
2160,banknote,10,0,167
2161,coin,1,0,168
2162,coin,5,0,168
2163,coin,10,0,168
2164,coin,20,0,168
2165,banknote,50,0,168
2166,banknote,100,0,168
2167,banknote,200,0,168
2168,banknote,250,0,168
2169,banknote,500,0,168
2170,banknote,1000,0,168
2171,coin,0.05,1,169
2172,coin,0.1,1,169
2173,coin,0.5,1,169
2174,coin,1,0,169
2175,coin,2,0,169
2176,coin,5,0,169
2177,banknote,2,0,169
2178,banknote,5,0,169
2179,banknote,10,0,169
2180,banknote,20,0,169
2181,banknote,50,0,169
2182,banknote,100,0,169
2183,banknote,200,0,169
2184,banknote,500,0,169
2185,coin,0.1,1,170
2186,coin,0.25,1,170
2187,coin,0.5,1,170
2188,coin,1,0,170
2189,coin,2,0,170
2190,coin,5,0,170
2191,banknote,10,0,170
2192,banknote,20,0,170
2193,banknote,50,0,170
2194,banknote,100,0,170
2195,banknote,200,0,170
